ADDRESSNUM,STREET_NUMBER,STREET_DIRECTION,STREET_NAME,STREET_TYPE,SCHEDULED_COMPLETED,INSP_RE_INSP,PASS_FAIL,INSPECTION_DATE,ORIG_INSPECTION_DATE,ORIG_INSPECTION_TIME,RE_INSPECTION_DATE,START_TIME,END_TIME,INSP_ID,STATION,COMPANY,SHIFT,QUARTER,INSPECTION_TYPE,TOTAL_HOURS,TOTAL_MINUTES,INSPECTION_NOTES,ADDNEW_DATE,ADDNEW_ID,UPDATE_DATE,UPDATE_ID
14159,708,W,MAIN,ST,C,INSP,N,5/8/2012,,,,,,FP0311,1,E1,3,2,SCHEDULED,,,THIS A 4 UNIT APARTMENT COMPLEX. DID NOT INSPECT.,5/8/2012,FP0311,5/11/2012,FP0311
14159,708,W,MAIN,ST,S,INSP,,5/8/2013,,,,,,FP0311,1,E1,3,2,,,,,,,5/8/2012,FP0311
14159,708,W,MAIN,ST,C,INSP,N,7/29/2014,,,,,,FP0277,1,E1,2,2,YEARLY,,,RESIDENTIAL APARTMENTS,7/29/2014,FP0277,7/29/2014,FP0277
14159,708,W,MAIN,ST,S,INSP,,7/29/2015,,,,,,FP0277,1,E1,2,2,,,,,,,7/29/2014,FP0277
14159,708,W,MAIN,ST,S,RE_INSP,,7/29/2015,7/29/2014,,,,,FP0277,1,E1,2,2,,,,,,,7/29/2014,FP0277
14172,2304,W,FORREST HILL,AV,C,INSP,P,6/29/2012,,,,,,FP0261,FHQ,I4,D,2,YEARLY,,,ALL OK  (SINGLE FAM RESIDENCE)  RECCOMEND TO REPLACE CURRENT FX W/ A 5# ABC FX,6/29/2012,FP0261,6/29/2012,FP0261
14172,2304,W,FORREST HILL,AV,C,INSP,P,7/9/2013,,,,,,FP0261,FHQ,I4,D,2,YEARLY,,,ALL OK,,,7/11/2013,FP0261
14172,2304,W,FORREST HILL,AV,C,INSP,P,7/14/2014,,,,,,FP0261,FHQ,I4,D,2,YEARLY,,,ALL OK,7/15/2014,FP0261,7/15/2014,FP0261
14172,2304,W,FORREST HILL,AV,S,INSP,,7/14/2015,,,,,,FP0261,FHQ,I4,D,2,,,,,,,7/15/2014,FP0261
14188,1506,W,COVINGTON,CT,C,INSP,P,8/14/2013,,,,,,FP0261,FHQ,I4,D,3,YEARLY,,,ALL OK,8/28/2013,FP0261,8/28/2013,FP0261
14188,1506,W,COVINGTON,CT,S,INSP,,8/14/2014,,,,,,FP0261,FHQ,I4,D,3,,,,,,,8/28/2013,FP0261
14188,1506,W,COVINGTON,CT,S,INSP,,8/14/2014,,,,,,FP0261,FHQ,I4,D,3,,,,,,,8/28/2013,FP0261
14188,1506,W,COVINGTON,CT,C,INSP,P,1/22/2016,,,,,,FP0357,FHQ,I2,D,1,SCHEDULED,,,NO VIOLATIONS.,1/26/2016,FP0357,1/26/2016,FP0357
14188,1506,W,COVINGTON,CT,S,INSP,,1/21/2017,,,,,,FP0357,FHQ,I2,D,1,,,,,,,1/26/2016,FP0357
14194,8820,N,INDUSTRIAL,RD,C,INSP,P,5/17/2011,,,,,,FP0073,20,E20,3,,SCHEDULED,,,NO VIOLATIONS,5/20/2011,FP0073,5/20/2011,FP0073
14194,8820,N,INDUSTRIAL,RD,S,INSP,,5/16/2012,,,,,,FP0073,20,E20,3,,,,,,,,5/20/2011,FP0073
14194,8820,N,INDUSTRIAL,RD,S,RE_INSP,,6/7/2011,5/17/2011,,,,,FP0073,20,E20,3,,,,,,,,5/20/2011,FP0073
14194,8820,N,INDUSTRIAL,RD,S,INSP,,5/16/2012,,,,,,FP0073,20,E20,3,,,,,,,,5/20/2011,FP0073
14194,8820,N,INDUSTRIAL,RD,S,RE_INSP,,6/7/2011,5/17/2011,,,,,FP0073,20,E20,3,,,,,,,,5/20/2011,FP0073
14194,8820,N,INDUSTRIAL,RD,S,INSP,P,7/27/2012,,,,,,FP0354,20,E20,2,,YEARLY,,,,8/14/2012,FP0354,8/14/2012,FP0354
14194,8820,N,INDUSTRIAL,RD,S,INSP,P,8/24/2016,,,,,,FP0307,20,E20,3,,SCHEDULED,,,,,,8/24/2016,FP0307
14194,8820,N,INDUSTRIAL,RD,S,INSP,,8/24/2017,,,,,,FP0307,20,E20,2,,,,,,,,8/24/2016,FP0307
14194,8820,N,INDUSTRIAL,RD,S,INSP,P,8/24/2016,,,,,,FP0307,20,E20,3,,SCHEDULED,,,,8/24/2016,FP0307,8/24/2016,FP0307
14194,8820,N,INDUSTRIAL,RD,S,INSP,,8/24/2017,,,,,,FP0307,20,E20,2,,,,,,,,8/24/2016,FP0307
14205,1413,SW,ADAMS,ST,C,INSP,,9/28/2015,,,,,,FP0240,4,T4,2,,SCHEDULED,,,,9/28/2015,FP0240,9/28/2015,FP0240
14205,1413,SW,ADAMS,ST,S,INSP,,9/27/2016,,,,,,FP0240,,,,,,,,,,,9/28/2015,FP0240
14227,7611,N,KNOXVILLE,AV,S,INSP,,8/22/2011,,,,,,FP0303,15,E15,1,3,SCHEDULED,,,NEED KNOX BOX INSTALLED,8/25/2011,FP0303,8/25/2011,FP0303
14227,7611,N,KNOXVILLE,AV,S,INSP,,8/21/2012,,,,,,FP0303,13,E15,1,3,,,,,,,8/25/2011,FP0303
14249,7723,N,UNIVERSITY,ST,S,INSP,,2/7/2012,,,,,,FP0261,FHQ,I6,D,1,YEARLY,,,,2/24/2012,FP0261,2/24/2012,FP0261
14249,7723,N,UNIVERSITY,ST,C,INSP,P,7/29/2014,,,,,,FP0261,FHQ,I4,D,1,YEARLY,,,VIOLATIONS CORRECTED,,,3/23/2015,FP0261
14249,7723,N,UNIVERSITY,ST,N,INSP,F,7/25/2016,,,,,,FP0357,FHQ,I2,D,3,SCHEDULED,,,,7/27/2016,FP0357,7/27/2016,FP0357
14249,7723,N,UNIVERSITY,ST,S,RE_INSP,F,8/22/2016,7/25/2016,,,,,FP0357,FHQ,I2,D,3,VIOLATION,,,VIOLATIONS ARE SCHEDULED TO BE CORRECTED.,,,8/22/2016,FP0357
14249,7723,N,UNIVERSITY,ST,S,RE_INSP,F,9/12/2016,8/22/2016,,,,,FP0357,FHQ,I2,D,3,VIOLATION,,,ALL VIOLATIONS WERE CORRECTED EXCEPT FOR THE HOOD SYSTEM BEING INSPECTED.,,,9/12/2016,FP0357
14249,7723,N,UNIVERSITY,ST,S,RE_INSP,F,10/17/2016,9/12/2016,,,,,FP0357,FHQ,I2,D,4,VIOLATION,,,MANAGER SAID THAT GETZ IS SCHEDULED TO COME IN AND SERVICE THE HOOD ON OCTOBER 22.,,,10/17/2016,FP0357
14260,3915,SW,ADAMS,ST,S,INSP,,6/15/2011,,,,,,FP0302,4,T4,2,,YEARLY,,,,6/21/2011,FP0302,6/21/2011,FP0302
14260,3915,SW,ADAMS,ST,S,INSP,,6/14/2012,,,,,,FP0302,,,,,,,,,,,6/21/2011,FP0302
14260,3915,SW,ADAMS,ST,S,INSP,,8/16/2012,,,,,,FP0274,4,T4,1,3,YEARLY,,,,8/16/2012,FP0274,8/16/2012,FP0274
14260,3915,SW,ADAMS,ST,S,INSP,,8/16/2013,,,,,,FP0274,4,T4,1,3,,,,,,,8/16/2012,FP0274
14260,3915,SW,ADAMS,ST,C,INSP,,8/12/2013,,,,,,FP0296,4,T4,2,3,SCHEDULED,,,,9/29/2013,FP0296,9/29/2013,FP0296
14260,3915,SW,ADAMS,ST,S,INSP,,8/12/2014,,,,,,FP0296,4,T4,2,3,,,,,,,9/29/2013,FP0296
14260,3915,SW,ADAMS,ST,S,RE_INSP,,8/12/2014,8/12/2013,,,,,FP0296,4,T4,2,3,,,,,,,9/29/2013,FP0296
14260,3915,SW,ADAMS,ST,C,INSP,,8/21/2014,,,,,,FP0274,4,T4,1,3,YEARLY,,,,8/21/2014,FP0274,8/21/2014,FP0274
14260,3915,SW,ADAMS,ST,S,INSP,,8/21/2015,,,,,,FP0274,4,T4,2,3,,,,,,,8/21/2014,FP0274
14260,3915,SW,ADAMS,ST,C,INSP,,8/21/2015,,,,,,FP0286,4,T4,3,3,SCHEDULED,,,,8/21/2015,FP0286,8/21/2015,FP0286
14260,3915,SW,ADAMS,ST,S,INSP,,8/20/2016,,,,,,FP0286,4,T4,3,3,,,,,,,8/21/2015,FP0286
14260,3915,SW,ADAMS,ST,C,INSP,,8/22/2016,,,,,,FP0274,4,T4,1,3,YEARLY,,,,8/23/2016,FP0274,8/23/2016,FP0274
14260,3915,SW,ADAMS,ST,S,INSP,,8/22/2017,,,,,,FP0274,4,T4,3,3,,,,,,,8/23/2016,FP0274
14261,124,SW,ADAMS,ST,C,INSP,,6/6/2011,,,,,,FP0242,1,R1,2,,SCHEDULED,,,NO VIOLATIONS,6/6/2011,FP0242,6/6/2011,FP0242
14261,124,SW,ADAMS,ST,S,INSP,,6/5/2012,,,,,,FP0242,1,R1,2,,,,,,,,6/6/2011,FP0242
14261,124,SW,ADAMS,ST,C,INSP,,5/16/2012,,,,,,FP0252,1,T1,2,,EXISTING,,,,5/16/2012,FP0252,5/16/2012,FP0252
14261,124,SW,ADAMS,ST,S,INSP,,5/16/2013,,,,,,FP0252,1,TK-1,2,,,,,,,,5/16/2012,FP0252
14261,124,SW,ADAMS,ST,C,INSP,,7/25/2013,,,,,,FP0317,1,T1,3,,YEARLY,,,,9/3/2013,FP0317,9/3/2013,FP0317
14261,124,SW,ADAMS,ST,S,INSP,,7/25/2014,,,,,,FP0317,1,T1,3,,,,,,,,9/3/2013,FP0317
14261,124,SW,ADAMS,ST,S,INSP,,8/27/2013,,,,,,FP0322,1,R1,2,,SCHEDULED,,,O.O.B. VACANT,9/26/2013,FP0322,9/26/2013,FP0322
14261,124,SW,ADAMS,ST,C,INSP,N,8/27/2014,,,,,,FP0322,1,R1,2,3,SCHEDULED,,,,,,9/26/2013,FP0322
14261,124,SW,ADAMS,ST,S,INSP,N,8/27/2013,,,,,,FP0322,1,R1,2,,YEARLY,,,OUT OF BUISNESS,9/29/2013,FP0322,9/29/2013,FP0322
14261,124,SW,ADAMS,ST,S,INSP,,8/27/2014,,,,,,FP0322,1,T1,3,,,,,,,,9/29/2013,FP0322
14261,124,SW,ADAMS,ST,C,INSP,N,8/27/2013,,,,,,FP0322,1,R1,2,,YEARLY,,,OUT OF BUISNESS,9/29/2013,FP0322,9/29/2013,FP0322
14261,124,SW,ADAMS,ST,S,INSP,,8/27/2014,,,,,,FP0322,1,T1,3,,,,,,,,9/29/2013,FP0322
14261,124,SW,ADAMS,ST,S,INSP,,8/27/2014,,,,,,FP0322,1,T1,3,,,,,,,,9/29/2013,FP0322
14261,124,SW,ADAMS,ST,C,INSP,N,7/1/2015,,,,,,FP0323,1,R1,3,,SCHEDULED,,,,7/7/2015,FP0323,7/7/2015,FP0323
14261,124,SW,ADAMS,ST,S,INSP,,6/30/2016,,,,,,FP0323,1,T1,3,,,,,,,,7/7/2015,FP0323
14280,120,NE,GLEN OAK,AV,S,INSP,P,8/12/2011,,,,,,FP0254,1,E1,3,3,SCHEDULED,,,NO VIOLATIONS,9/20/2011,FP0254,9/20/2011,FP0254
14280,120,NE,GLEN OAK,AV,S,INSP,,8/11/2012,,,,,,FP0254,1,E1,3,3,,,,,,,9/20/2011,FP0254
14280,120,NE,GLEN OAK,AV,C,INSP,P,5/10/2012,,,,,,FP0270,1,E1,2,2,SCHEDULED,,,NO VIOLATIONS,5/10/2012,FP0270,5/10/2012,FP0270
14280,120,NE,GLEN OAK,AV,S,INSP,,5/10/2013,,,,,,FP0270,1,E1,2,2,,,,,,,5/10/2012,FP0270
14280,120,NE,GLEN OAK,AV,C,INSP,P,7/7/2014,,,,,,FP0308,1,E1,1,2,YEARLY,,,NO VIOLATIONS,8/24/2014,FP0308,8/24/2014,FP0308
14280,120,NE,GLEN OAK,AV,S,INSP,,7/7/2015,,,,,,FP0308,1,E1,1,2,,,,,,,8/24/2014,FP0308
14280,120,NE,GLEN OAK,AV,C,INSP,P,7/20/2016,,,,,,FP0338,1,E1,1,2,SCHEDULED,,,,7/20/2016,FP0338,7/20/2016,FP0338
14280,120,NE,GLEN OAK,AV,S,INSP,,7/20/2017,,,,,,FP0338,1,E1,1,2,,,,,,,7/20/2016,FP0338
14297,2400,SW,ADAMS,ST,C,INSP,P,8/25/2011,,,,,,FP0274,4,T4,1,,SCHEDULED,,,,8/25/2011,FP0383,8/25/2011,FP0383
14297,2400,SW,ADAMS,ST,S,INSP,,8/24/2012,,,,,,FP0383,,,,,,,,,,,8/25/2011,FP0383
14297,2400,SW,ADAMS,ST,C,INSP,P,8/15/2012,,,,,,FP0278,4,T4,3,3,EXISTING,,,,8/15/2012,FP0278,8/15/2012,FP0278
14297,2400,SW,ADAMS,ST,S,INSP,,8/15/2013,,,,,,FP0278,4,T4,3,3,,,,,,,8/15/2012,FP0278
14297,2400,SW,ADAMS,ST,S,RE_INSP,,8/15/2013,8/15/2012,,,,,FP0278,4,T4,3,3,,,,,,,8/15/2012,FP0278
14297,2400,SW,ADAMS,ST,C,INSP,P,8/14/2013,,,,,,FP0274,4,T4,1,3,YEARLY,,,,8/14/2013,FP0274,8/14/2013,FP0274
14297,2400,SW,ADAMS,ST,S,INSP,,8/14/2014,,,,,,FP0274,4,T4,3,3,,,,,,,8/14/2013,FP0274
14297,2400,SW,ADAMS,ST,C,INSP,P,8/14/2015,,,,,,FP0240,4,T4,2,3,SCHEDULED,,,,9/28/2015,FP0240,9/28/2015,FP0240
14297,2400,SW,ADAMS,ST,S,INSP,,8/13/2016,,,,,,FP0240,4,T4,1,3,,,,,,,9/28/2015,FP0240
14297,2400,SW,ADAMS,ST,C,INSP,P,7/13/2016,,,,,,FP0295,4,T4,3,3,SCHEDULED,,,,7/16/2016,FP0295,7/16/2016,FP0295
14297,2400,SW,ADAMS,ST,S,INSP,,7/13/2017,,,,,,FP0295,4,T4,3,3,,,,,,,7/16/2016,FP0295
14310,900,W,LAKE,AV,S,INSP,P,8/9/2011,,,,,,FP0258,11,R2,3,,SCHEDULED,,,NO VIOLATIONS NOTED AT THIS TIME,9/26/2011,FP0258,9/26/2011,FP0258
14310,900,W,LAKE,AV,S,INSP,,8/8/2012,,,,,,FP0258,11,R2,3,,,,,,,,9/26/2011,FP0258
14310,900,W,LAKE,AV,S,RE_INSP,,8/8/2012,8/9/2011,,,,,FP0258,11,R2,3,,,,,,,,9/26/2011,FP0258
14310,900,W,LAKE,AV,C,INSP,P,5/14/2012,,,,10:45,11:00,FP0341,10,E10,3,2,SCHEDULED,0,15,,5/14/2012,FP0341,5/14/2012,FP0341
14310,900,W,LAKE,AV,S,INSP,,5/14/2013,,,,,,FP0341,10,E10,3,2,,,,,,,5/14/2012,FP0341
14310,900,W,LAKE,AV,C,INSP,P,6/3/2014,,,,,,FP0278,10,E10,3,2,EXISTING,,,,6/3/2014,FP0278,6/3/2014,FP0278
14310,900,W,LAKE,AV,S,INSP,,6/3/2015,,,,,,FP0278,10,E10,3,2,,,,,,,6/3/2014,FP0278
14310,900,W,LAKE,AV,S,RE_INSP,,6/3/2015,6/3/2014,,,,,FP0278,10,E10,3,2,,,,,,,6/3/2014,FP0278
14379,1301,NE,JEFFERSON,AV,S,INSP,,6/12/2015,,,,,,FP0303,3,T3,2,3,PLAN_REV,,,,11/24/2015,FP0303,11/24/2015,FP0303
14379,1301,NE,JEFFERSON,AV,S,INSP,,6/11/2016,,,,,,FP0303,3,T3,2,3,,,,,,,11/24/2015,FP0303
14438,506,NE,MADISON,AV,S,INSP,P,1/21/2016,,,,,,FP0357,FHQ,I2,D,1,SCHEDULED,,,NO VIOLATIONS.,1/22/2016,FP0357,1/22/2016,FP0357
14438,506,NE,MADISON,AV,S,INSP,,1/20/2017,,,,,,FP0357,FHQ,I2,D,1,,,,,,,1/22/2016,FP0357
14438,506,NE,MADISON,AV,S,INSP,,1/20/2017,,,,,,FP0357,FHQ,I2,D,1,,,,,,,1/22/2016,FP0357
14450,617,W,GLEN,AV,C,INSP,,7/21/2011,,,,,,FP0277,16,E16,2,,SCHEDULED,,,NO VIOLATIONS,7/21/2011,FP0277,7/21/2011,FP0277
14450,617,W,GLEN,AV,S,INSP,,7/20/2012,,,,,,FP0277,,,,,,,,,,,7/21/2011,FP0277
14450,617,W,GLEN,AV,S,RE_INSP,,7/20/2012,7/21/2011,,,,,FP0277,16,E16,2,,,,,,,,7/21/2011,FP0277
14450,617,W,GLEN,AV,C,INSP,P,6/8/2012,,,,,,FP0276,16,E16,1,,YEARLY,,,,6/8/2012,FP0276,6/8/2012,FP0276
14450,617,W,GLEN,AV,S,INSP,,6/8/2013,,,,,,FP0276,16,E16,1,,,,,,,,6/8/2012,FP0276
14450,617,W,GLEN,AV,C,INSP,P,8/18/2014,,,,,,FP0234,16,E16,1,,SCHEDULED,,,,9/8/2014,FP0234,9/8/2014,FP0234
14450,617,W,GLEN,AV,S,INSP,,8/18/2015,,,,,,FP0234,16,E16,1,,,,,,,,9/8/2014,FP0234
14450,617,W,GLEN,AV,C,INSP,P,7/22/2015,,,,,,FP0310,16,E16,3,,YEARLY,,,VACANT.,7/28/2015,FP0310,7/28/2015,FP0310
14450,617,W,GLEN,AV,S,INSP,,7/21/2016,,,,,,FP0310,16,E16,3,,,,,,,,7/28/2015,FP0310
14454,2440,N,KNOXVILLE,AV,S,INSP,,4/27/2011,,,,,,FP0318,FHQ,I4,D,2,SCHEDULED,,,,1/18/2012,FP0318,1/18/2012,FP0318
14454,2440,N,KNOXVILLE,AV,S,INSP,,4/26/2012,,,,,,FP0318,FHQ,I5,D,2,,,,,,,1/18/2012,FP0318
14454,2440,N,KNOXVILLE,AV,C,INSP,P,4/5/2013,,,,,,FP0261,FHQ,I4,D,2,YEARLY,,,,1/22/2014,FP0261,1/22/2014,FP0261
14454,2440,N,KNOXVILLE,AV,S,INSP,,4/5/2014,,,,,,FP0261,FHQ,I5,D,2,,,,,,,1/22/2014,FP0261
14472,3219,NE,ADAMS,ST,C,INSP,P,4/6/2011,,,,,,FP0318,FHQ,I4,D,2,SCHEDULED,,,,12/28/2011,FP0318,9/25/2013,FP0318
14472,3219,NE,ADAMS,ST,S,INSP,,4/5/2012,,,,,,FP0318,FHQ,I5,D,2,,,,,,,12/28/2011,FP0318
14472,3219,NE,ADAMS,ST,C,INSP,P,4/8/2013,,,,,,FP0318,FHQ,I5,D,2,SCHEDULED,,,NO VIOLATIONS / REPAIR THE EXIT DOOR,4/9/2013,FP0318,9/25/2013,FP0318
14472,3219,NE,ADAMS,ST,S,INSP,,4/8/2014,,,,,,FP0318,FHQ,I5,D,2,,,,,,,4/9/2013,FP0318
14472,3219,NE,ADAMS,ST,C,INSP,P,11/25/2014,,,,,,FP0261,FHQ,I4,D,2,YEARLY,,,ALL OK,1/15/2015,FP0261,1/15/2015,FP0261
14472,3219,NE,ADAMS,ST,S,INSP,,11/25/2015,,,,,,FP0261,FHQ,I5,D,2,,,,,,,1/15/2015,FP0261
14472,3219,NE,ADAMS,ST,C,INSP,F,4/15/2016,,,,,,FP0357,FHQ,I2,D,2,SCHEDULED,,,,4/15/2016,FP0357,5/13/2016,FP0357
14472,3219,NE,ADAMS,ST,C,RE_INSP,P,5/12/2016,4/15/2016,,,,,FP0357,FHQ,I2,D,2,VIOLATION,,,VIOLATIONS HAVE BEEN CORRECTED.,,,5/13/2016,FP0357
14479,2819,N,KNOXVILLE,AV,C,INSP,,7/13/2011,,,,,,FP0278,10,E10,3,3,EXISTING,,,NO VIOLATIONS,7/13/2011,FP0278,7/13/2011,FP0278
14479,2819,N,KNOXVILLE,AV,S,INSP,,7/12/2012,,,,,,FP0278,10,E10,3,3,,,,,,,7/13/2011,FP0278
14479,2819,N,KNOXVILLE,AV,S,RE_INSP,,7/12/2012,7/13/2011,,,,,FP0278,10,E10,3,3,,,,,,,7/13/2011,FP0278
14479,2819,N,KNOXVILLE,AV,C,INSP,,9/25/2012,,,,,,FP0218,10,E10,2,3,SCHEDULED,,,,9/25/2012,FP0218,9/25/2012,FP0218
14479,2819,N,KNOXVILLE,AV,S,INSP,,9/25/2013,,,,,,FP0218,10,E10,2,3,,,,,,,9/25/2012,FP0218
14479,2819,N,KNOXVILLE,AV,S,INSP,,6/5/2015,,,,,,FP0298,10,E10,1,2,YEARLY,,,BUSINESS MOVING NORTH WITHIN 3 WEEKS/ WILL BE VACANT IN JULY,6/5/2015,FP0298,6/5/2015,FP0298
14479,2819,N,KNOXVILLE,AV,S,INSP,,6/4/2016,,,,,,FP0298,10,E10,1,2,,,,,,,6/5/2015,FP0298
14492,401,,ELM,ST,C,INSP,P,10/10/2012,,,,,,FP0285,8,E2,2,,SCHEDULED,,,,10/10/2012,FP0285,10/10/2012,FP0285
14492,401,,ELM,ST,S,INSP,,10/10/2013,,,,,,FP0285,8,E2,2,,,,,,,,10/10/2012,FP0285
14492,401,,ELM,ST,C,INSP,P,6/14/2013,,,,,,FP0290,8,E2,3,,YEARLY,,,,6/29/2013,FP0290,9/3/2013,FP0290
14492,401,,ELM,ST,S,INSP,,6/14/2014,,,,,,FP0290,8,E2,3,,,,,,,,6/29/2013,FP0290
14513,801,SW,JEFFERSON,AV,S,INSP,,8/12/2011,,,,,,FP0290,8,E2,3,,YEARLY,,,,8/12/2011,FP0290,8/12/2011,FP0290
14513,801,SW,JEFFERSON,AV,S,INSP,,8/11/2012,,,,,,FP0290,8,E2,3,,,,,,,,8/12/2011,FP0290
14513,801,SW,JEFFERSON,AV,C,INSP,P,10/22/2012,,,,,,FP0285,8,E2,2,,SCHEDULED,,,,10/22/2012,FP0285,10/22/2012,FP0285
14513,801,SW,JEFFERSON,AV,S,INSP,,10/22/2013,,,,,,FP0285,8,E2,2,,,,,,,,10/22/2012,FP0285
14513,801,SW,JEFFERSON,AV,S,INSP,P,10/18/2013,,,,,,FP0255,3,T3,3,,PLAN_REV,,,,10/18/2013,FP0255,10/18/2013,FP0255
14513,801,SW,JEFFERSON,AV,S,INSP,,10/18/2014,,,,,,FP0255,8,T3,3,,,,,,,,10/18/2013,FP0255
14533,2248,W,GLEN,AV,S,INSP,,8/11/2011,,,,,,FP0248,13,E13,2,,SCHEDULED,,,NO VIOLATIONS FOUND,9/7/2011,FP0248,9/7/2011,FP0248
14533,2248,W,GLEN,AV,S,INSP,,8/10/2012,,,,,,FP0248,13,13,2,,,,,,,,9/7/2011,FP0248
14533,2248,W,GLEN,AV,S,INSP,P,9/24/2012,,,,,,FP0262,13,E13,1,,SCHEDULED,,,,10/21/2012,FP0262,10/21/2012,FP0262
14533,2248,W,GLEN,AV,S,INSP,,9/24/2013,,,,,,FP0262,13,13,1,,,,,,,,10/21/2012,FP0262
14533,2248,W,GLEN,AV,C,INSP,P,7/28/2014,,,,,,FP0276,13,E13,1,,YEARLY,,,,8/12/2014,FP0276,8/12/2014,FP0276
14533,2248,W,GLEN,AV,S,INSP,,7/28/2015,,,,,,FP0276,13,E13,1,,,,,,,,8/12/2014,FP0276
14533,2248,W,GLEN,AV,C,INSP,P,7/29/2016,,,,,,FP0337,13,E13,1,3,SCHEDULED,,,,7/29/2016,FP0337,7/29/2016,FP0337
14533,2248,W,GLEN,AV,S,INSP,,7/29/2017,,,,,,FP0337,13,E13,1,3,,,,,,,7/29/2016,FP0337
14535,3125,N,UNIVERSITY,ST,C,INSP,,3/1/2012,,,,,,FP0261,FHQ,I6,D,1,SCHEDULED,,,,6/16/2011,FP0261,3/2/2012,FP0261
14535,3125,N,UNIVERSITY,ST,S,INSP,,2/22/2012,,,,,,FP0261,FHQ,I6,D,1,,,,,,,6/16/2011,FP0261
14535,3125,N,UNIVERSITY,ST,C,INSP,P,3/17/2015,,,,,,FP0261,FHQ,I4,D,1,YEARLY,,,ALL OK,3/17/2015,FP0261,3/17/2015,FP0261
14535,3125,N,UNIVERSITY,ST,S,INSP,,3/16/2016,,,,,,FP0261,FHQ,I6,D,1,,,,,,,3/17/2015,FP0261
14539,7806,N,PIONEER,LN,C,INSP,P,7/15/2011,,,,,,FP0259,16,T14,2,,SCHEDULED,,,NO VIOLATIONS,9/13/2011,FP0259,9/13/2011,FP0259
14539,7806,N,PIONEER,LN,S,INSP,,7/14/2012,,,,,,FP0259,,,,,,,,,,,9/13/2011,FP0259
14539,7806,N,PIONEER,LN,S,INSP,,7/14/2012,,,,,,FP0259,,,,,,,,,,,9/13/2011,FP0259
14539,7806,N,PIONEER,LN,S,INSP,,7/13/2012,,,,,,FP0259,,,,,,,,,,,9/13/2011,FP0259
14539,7806,N,PIONEER,LN,C,INSP,P,6/16/2014,,,,,,FP0326,16,T14,1,,SCHEDULED,,,,6/16/2014,FP0326,6/16/2014,FP0326
14539,7806,N,PIONEER,LN,S,INSP,P,7/24/2014,,,,,,FP0280,3,T3,1,,PLAN_REV,,,,,,8/3/2014,FP0280
14539,7806,N,PIONEER,LN,S,INSP,,7/24/2015,,,,,,FP0280,3,T3,1,,,,,,,,8/3/2014,FP0280
14556,1328,SW,WASHINGTON,ST,S,INSP,P,8/15/2011,,,,,,FP0313,4,T4,3,3,SCHEDULED,,,,9/21/2011,FP0313,9/21/2011,FP0313
14556,1328,SW,WASHINGTON,ST,S,INSP,,8/14/2012,,,,,,FP0313,4,T4,3,3,,,,,,,9/21/2011,FP0313
14556,1328,SW,WASHINGTON,ST,S,INSP,P,8/8/2012,,,,,,FP0305,4,T4,2,3,SCHEDULED,,,NO VIOLATIONS,8/8/2012,FP0305,8/8/2012,FP0305
14556,1328,SW,WASHINGTON,ST,S,INSP,,8/8/2013,,,,,,FP0305,4,T4,2,3,,,,,,,8/8/2012,FP0305
14556,1328,SW,WASHINGTON,ST,C,INSP,P,7/23/2015,,,,,,FP0274,4,T4,1,3,YEARLY,,,,7/23/2015,FP0274,7/23/2015,FP0274
14556,1328,SW,WASHINGTON,ST,C,INSP,P,7/22/2016,,,,,,FP0267,4,T4,2,3,YEARLY,,,,,,8/29/2016,FP0416
14556,1328,SW,WASHINGTON,ST,S,INSP,,7/22/2017,,,,,,FP0416,4,T4,2,3,,,,,,,8/29/2016,FP0416
14556,1328,SW,WASHINGTON,ST,C,INSP,P,8/29/2016,,,,,,FP0416,4,T4,2,3,YEARLY,,,,8/29/2016,FP0416,8/29/2016,FP0416
14556,1328,SW,WASHINGTON,ST,S,INSP,,8/29/2017,,,,,,FP0416,4,T4,2,3,,,,,,,8/29/2016,FP0416
14573,201,NE,ADAMS,ST,S,INSP,,6/6/2011,,,,,,FP0242,1,R1,2,,SCHEDULED,,,,6/6/2011,FP0242,6/6/2011,FP0242
14573,201,NE,ADAMS,ST,S,INSP,,6/5/2012,,,,,,FP0242,1,R1,2,,,,,,,,6/6/2011,FP0242
14573,201,NE,ADAMS,ST,S,INSP,,10/31/2014,,,,,,FP0255,3,T3,3,,SPECIAL,,,,10/31/2014,FP0255,10/31/2014,FP0255
14573,201,NE,ADAMS,ST,S,INSP,,10/31/2015,,,,,,FP0255,1,R1,2,,,,,,,,10/31/2014,FP0255
14607,930,N,BOURLAND,AV,S,INSP,P,8/11/2011,,,,,,FP0242,1,R1,2,,SCHEDULED,,,,8/11/2011,FP0242,8/11/2011,FP0242
14607,930,N,BOURLAND,AV,S,INSP,,8/10/2012,,,,,,FP0242,,,,,,,,,,,8/11/2011,FP0242
14607,930,N,BOURLAND,AV,S,INSP,P,5/24/2012,,,,,,FP0303,1,R1,1,2,SCHEDULED,,,NO VIOLATIONS,5/24/2012,FP0303,5/24/2012,FP0303
14607,930,N,BOURLAND,AV,S,INSP,,5/24/2013,,,,,,FP0303,1,R1,1,2,,,,,,,5/24/2012,FP0303
14607,930,N,BOURLAND,AV,S,INSP,P,9/7/2013,,,,,,FP0325,1,R1,2,2,YEARLY,,,,9/23/2013,FP0325,9/23/2013,FP0325
